Image Path,Class,Width,Height
dataset\paper\ntumvg6vWpT6qIal.png,paper,224,224
dataset\paper\nvCwoV9k3ym5N0JA.png,paper,224,224
dataset\paper\NwbFl4nQqE5pm5PZ.png,paper,224,224
dataset\paper\nXOxF15xZFtfflkL.png,paper,224,224
dataset\paper\o0CfvFooVIcHCGzO.png,paper,224,224
dataset\paper\O0fq1v7s6qxN8o9L.png,paper,224,224
dataset\paper\O4H6QPX8bdwNiIie.png,paper,224,224
dataset\paper\oAvUHooYsSpFid0p.png,paper,224,224
dataset\paper\oBKuveyTYAhqtKSw.png,paper,224,224
dataset\paper\ObnNNP8S6dH3IxIS.png,paper,224,224
dataset\paper\ocaU2HmemX7rmjm0.png,paper,224,224
dataset\paper\OdfDTwgPVdW9XbE7.png,paper,224,224
dataset\paper\OEFttKrmyc4bGb54.png,paper,224,224
dataset\paper\OhkFvTOiBqphyG0I.png,paper,224,224
dataset\paper\oi2e7ny5y00NBLOx.png,paper,224,224
dataset\paper\oiJhtTsTDkiAcHeR.png,paper,224,224
dataset\paper\ojF0xyUvkvV3iujz.png,paper,224,224
dataset\paper\oJi50DvlvFg4wTio.png,paper,224,224
dataset\paper\OJpDyt2u6zzfoVP0.png,paper,224,224
dataset\paper\oKx22gb6XjI0aXHR.png,paper,224,224
dataset\paper\oLcpS2BYyqZLBj9P.png,paper,224,224
dataset\paper\Om6b4BvZS49QNNFV.png,paper,224,224
dataset\paper\OMq2VJyb0KwtdwDc.png,paper,224,224
dataset\paper\oqJ2wJHOLMGGxdjF.png,paper,224,224
dataset\paper\orYuZ7NeWdENNt7D.png,paper,224,224
dataset\paper\OSEIPDjPzHw3gKjc.png,paper,224,224
dataset\paper\oTQjuZyEM7y9MlNJ.png,paper,224,224
dataset\paper\oWI7JL85eXDhRFcV.png,paper,224,224
dataset\paper\owYHB2dx7ExdKxsR.png,paper,224,224
dataset\paper\OXA4uaaO7YUkxjSJ.png,paper,224,224
dataset\paper\P0BIztnCzZ3StLD1.png,paper,224,224
dataset\paper\P1STllnKDD05zo29.png,paper,224,224
dataset\paper\p2UN3r1vWk57uVqX.png,paper,224,224
dataset\paper\p2Y8kJZKuaHvM4dk.png,paper,224,224
dataset\paper\p81Lb4bD6fEvkSQ0.png,paper,224,224
dataset\paper\PaZSkEO4jbBp3Hz7.png,paper,224,224
dataset\paper\PbqPTUSB4HxBVDZZ.png,paper,224,224
dataset\paper\PDV8vSlSFdej3jNx.png,paper,224,224
dataset\paper\pfyaiU10n2EvAwgw.png,paper,224,224
dataset\paper\pHx4pvFv4zXPDI1w.png,paper,224,224
dataset\paper\PLvidx6rZDuRENbv.png,paper,224,224
dataset\paper\pMQfFsmXAu2xZuUv.png,paper,224,224
dataset\paper\pPId4ocKjlcEVsXt.png,paper,224,224
dataset\paper\prCirglnpqZ4KRmM.png,paper,224,224
dataset\paper\pRZml1c5DSIzYVxA.png,paper,224,224
dataset\paper\pt2EHjG6vxV6Hjmf.png,paper,224,224
dataset\paper\PTjpGk2rKf6mhx9z.png,paper,224,224
dataset\paper\pUCjvjdpH5HSaWxl.png,paper,224,224
dataset\paper\pVCqrp8S6Ze3DAI8.png,paper,224,224
dataset\paper\pW8TQWh9SoWh0HLE.png,paper,224,224
dataset\paper\PwkqvoT0noMITNaF.png,paper,224,224
dataset\paper\pwM1GeKjG7KE4i75.png,paper,224,224
dataset\paper\pYvpGm431tLNheln.png,paper,224,224
dataset\paper\PZrfX01MvfB3oeyB.png,paper,224,224
dataset\paper\q35FqG8h9VCDbQ1J.png,paper,224,224
dataset\paper\Q8idpb4gCSAWs9YH.png,paper,224,224
dataset\paper\QASICiZe79sFTXBz.png,paper,224,224
dataset\paper\Qbn4RJqessetWPHR.png,paper,224,224
dataset\paper\qbWKhamyFLSmXCgZ.png,paper,224,224
dataset\paper\qC5sV6TzOBzyzW0p.png,paper,224,224
dataset\paper\QCHltvmva5vmGrPo.png,paper,224,224
dataset\paper\QCqvYDzuP0z3omox.png,paper,224,224
dataset\paper\qGf97ZWPmGYzlTpo.png,paper,224,224
dataset\paper\qhhaVBNDIWDdNR2Y.png,paper,224,224
dataset\paper\qjNwQMtSzoZKXOGe.png,paper,224,224
dataset\paper\QKFJL22hutlivVGa.png,paper,224,224
dataset\paper\QLXEsveWG3vywKfy.png,paper,224,224
dataset\paper\qM0f6IJPDfLRpo1d.png,paper,224,224
dataset\paper\QnjBVl6cFnyd2hVF.png,paper,224,224
dataset\paper\qQim08vMQ6OUCtbR.png,paper,224,224
dataset\paper\QQksMNb2czxqfTF8.png,paper,224,224
dataset\paper\QqPSoi6Vj2Vbua3V.png,paper,224,224
dataset\paper\qRNjm8INtwezm9Yd.png,paper,224,224
dataset\paper\qs7Zi0icFErU0fsZ.png,paper,224,224
dataset\paper\qsRQNgddFhV2Mlnn.png,paper,224,224
dataset\paper\qtfGt3JjA0Orrg9v.png,paper,224,224
dataset\paper\qtYZl1WPMxaH5KQV.png,paper,224,224
dataset\paper\QUcJ1QclQwOY50vY.png,paper,224,224
dataset\paper\QVFB67Eza3BCNeRY.png,paper,224,224
dataset\paper\QVIiXr87PkeldzZM.png,paper,224,224
dataset\paper\qVqPFRhMJXPFh8Yb.png,paper,224,224
dataset\paper\qWHWCHG7exZiCfdq.png,paper,224,224
dataset\paper\QWT9FOhLABPyKIUA.png,paper,224,224
dataset\paper\Qx31hf6YWyFs6Mu7.png,paper,224,224
dataset\paper\Qxx5l8WCNBjMb5xI.png,paper,224,224
dataset\paper\QZtii0ogsjl6hxun.png,paper,224,224
dataset\paper\qZX4Zcms0Ffpe8v7.png,paper,224,224
dataset\paper\R2Hq3bL46kah8D9n.png,paper,224,224
dataset\paper\R7y8PxDKzaAd0uUQ.png,paper,224,224
dataset\paper\r98ovEGxFpCnVnyy.png,paper,224,224
dataset\paper\r9sXHEyVJVCtshSA.png,paper,224,224
dataset\paper\raSxG3GjqMrYHvgW.png,paper,224,224
dataset\paper\rDfjA9TE0tYqzT21.png,paper,224,224
dataset\paper\rffdDFsMVDDkn32c.png,paper,224,224
dataset\paper\RFXW2X1DlH7xboth.png,paper,224,224
dataset\paper\RJrQJX31bej6flMr.png,paper,224,224
dataset\paper\RlpqfQnTgM6AxUNs.png,paper,224,224
dataset\paper\RmJmYq6VCNrrvi2l.png,paper,224,224
dataset\paper\RmTijOM3U31zKnrY.png,paper,224,224
dataset\paper\RQ78Zpf7uYHXCYcb.png,paper,224,224
dataset\paper\RqdXcCyqmXMxSDxn.png,paper,224,224
dataset\paper\rrSpAVrlixKrTC1T.png,paper,224,224
dataset\paper\rSRKkten7Ffx6bEj.png,paper,224,224
dataset\paper\RtFKKjIDZ0zA0khp.png,paper,224,224
dataset\paper\RW8BP64V5NC04QWf.png,paper,224,224
dataset\paper\rX4dcSySbz56p4dk.png,paper,224,224
dataset\paper\Rxmuq5Y6dw22QESt.png,paper,224,224
dataset\paper\s4dtRIGK3emNyjrO.png,paper,224,224
dataset\paper\s73bLQf6K0lw4RDJ.png,paper,224,224
dataset\paper\sAEYBhcNfJgAZTD6.png,paper,224,224
dataset\paper\sak9CBkECbg1PSLz.png,paper,224,224
dataset\paper\SboHPaPEPBqkkTUX.png,paper,224,224
dataset\paper\sDAWCwVlT2NFpEAf.png,paper,224,224
dataset\paper\SDQQfzHl47yNqA6K.png,paper,224,224
dataset\paper\sisDkUJdIN7AkgTV.png,paper,224,224
dataset\paper\SjE9MULuPPnbplHT.png,paper,224,224
dataset\paper\SjtYrw48VCBOLOQh.png,paper,224,224
dataset\paper\SoqluLecSTBcuyoS.png,paper,224,224
dataset\paper\SPx9aUguwNqxqPVS.png,paper,224,224
dataset\paper\SrSUeH255dybz2zi.png,paper,224,224
dataset\paper\SsvKZDW23vRQMUtA.png,paper,224,224
dataset\paper\StyclBeCFwYGuttl.png,paper,224,224
dataset\paper\Su03KsBNHrCVUXli.png,paper,224,224
dataset\paper\svY0FVnjij1nSJDK.png,paper,224,224
dataset\paper\sZyZICXHv0ArIZFw.png,paper,224,224
dataset\paper\t2SdNfWDiXGLJPBA.png,paper,224,224
dataset\paper\t3gTGwl94iLuZL1k.png,paper,224,224
dataset\paper\TcybcTuKdMPA4xpT.png,paper,224,224
dataset\paper\tfMCcOsRUhEJZF6I.png,paper,224,224
dataset\paper\tFuz8mF78pYT6hKS.png,paper,224,224
dataset\paper\Tgy8eMKf7vZc4Eib.png,paper,224,224
dataset\paper\tHitLUmmXOyChXOH.png,paper,224,224
dataset\paper\tiS1ECooPwR5IvFK.png,paper,224,224
dataset\paper\TlnoQ46NyW8oZV07.png,paper,224,224
dataset\paper\tlZ31lJJt1OhSr0a.png,paper,224,224
dataset\paper\TmPdVzKg9yHUefja.png,paper,224,224
dataset\paper\TnoLyTMw8xPdz0ck.png,paper,224,224
dataset\paper\to1CYeerlgzyJIeO.png,paper,224,224
dataset\paper\tsfjaR5pzLN4vfRW.png,paper,224,224
dataset\paper\TstngIvuLJt0GIze.png,paper,224,224
dataset\paper\tUAXecVWvaYBm4s4.png,paper,224,224
dataset\paper\tV2VtZHsIL8Gj4TC.png,paper,224,224
dataset\paper\tW1oIjn0hlGLToAY.png,paper,224,224
dataset\paper\TYjJigXjEyiVntzx.png,paper,224,224
dataset\paper\TzhAea8QXqJwqpUY.png,paper,224,224
dataset\paper\U2InMVDH10R24eOb.png,paper,224,224
dataset\paper\U3XlUGS4C4YGpjGP.png,paper,224,224
dataset\paper\u5672IrPHHkppdEK.png,paper,224,224
dataset\paper\U5WsclDnMxnOTgGT.png,paper,224,224
dataset\paper\ubb6xwgONJP3xBbv.png,paper,224,224
dataset\paper\UCZlOkcylNYU2ylP.png,paper,224,224
dataset\paper\UE6Ao0ZqJbQ1R1R5.png,paper,224,224
dataset\paper\ueuECCtQxOjHF1ij.png,paper,224,224
dataset\paper\UGHu0zv6pWOmgBWn.png,paper,224,224
dataset\paper\uHBQbKd9VTYWdctJ.png,paper,224,224
dataset\paper\UHyVkisiFMmasl7b.png,paper,224,224
dataset\paper\UJdZdj6nyFRHVFEg.png,paper,224,224
dataset\paper\UJXhVbWUgUnzedxP.png,paper,224,224
dataset\paper\ukOGooYiFOfJHNrx.png,paper,224,224
dataset\paper\ul2wGK0NgJXs8mHv.png,paper,224,224
dataset\paper\UmipL2kv9TdDdryZ.png,paper,224,224
dataset\paper\UN3iCDyiEIteIMdx.png,paper,224,224
dataset\paper\Uok6jb9ObZxSWCDu.png,paper,224,224
dataset\paper\UOW45qbyvti8nBHV.png,paper,224,224
dataset\paper\uoYuyEHvVLrOOmqW.png,paper,224,224
dataset\paper\UQIJiOYi6zCaIeue.png,paper,224,224
dataset\paper\UqMn3TJPZRf0px46.png,paper,224,224
dataset\paper\URj0hmH1Y9lNObL9.png,paper,224,224
dataset\paper\UuF8mRQ3FDM6fOmp.png,paper,224,224
dataset\paper\UvFHqrnEwsrs6MgC.png,paper,224,224
dataset\paper\UVuauoFm9Pk5JJre.png,paper,224,224
dataset\paper\UWq276y40jnVYaPC.png,paper,224,224
dataset\paper\v1b7FBFD4ZbLJnhB.png,paper,224,224
dataset\paper\V3Z0tEoM7Cq761eZ.png,paper,224,224
dataset\paper\v4pz2TAsHhtNtTAH.png,paper,224,224
dataset\paper\v6wOWeRyh3Sv5BXo.png,paper,224,224
dataset\paper\v6Ypsa9vPurMnl20.png,paper,224,224
dataset\paper\V7gDBwuUctk8myTw.png,paper,224,224
dataset\paper\V9v5VHsYgQOVnzo2.png,paper,224,224
dataset\paper\VD4twqBeFDIHSovy.png,paper,224,224
dataset\paper\veIFAtZUg4WYjn3N.png,paper,224,224
dataset\paper\vFCd43peE8nozYko.png,paper,224,224
dataset\paper\VfIYGbOFu36N6MDw.png,paper,224,224
dataset\paper\vfKiFjWIK9JKHxLn.png,paper,224,224
dataset\paper\VFOCgVBUlL5Gp4Hh.png,paper,224,224
dataset\paper\vHbB53ZFtZoNcvAM.png,paper,224,224
dataset\paper\Vly5xEFupx36kCcd.png,paper,224,224
dataset\paper\vPvoQzBR7Paf5Jml.png,paper,224,224
dataset\paper\VrhvQlf5Yz5mAt7Y.png,paper,224,224
dataset\paper\VstDOeRm7czrAOO9.png,paper,224,224
dataset\paper\vUtM1pR6f5ZdEn5a.png,paper,224,224
dataset\paper\VUx1G75w9CbeAJUx.png,paper,224,224
dataset\paper\vvM7nA8hZJD5b9CL.png,paper,224,224
dataset\paper\w3fJMYnDDxw5q00K.png,paper,224,224
dataset\paper\W4QtOYoG8ThbcmsY.png,paper,224,224
dataset\paper\W79peyAyfQqNP1vF.png,paper,224,224
dataset\paper\wBUGgxpeb0gggcTx.png,paper,224,224
dataset\paper\wBuXrsjeqMn4ZXdn.png,paper,224,224
dataset\paper\Wcg4nsnlWrhxgyJg.png,paper,224,224
dataset\paper\wdUfwC8IoQbVtqzR.png,paper,224,224
dataset\paper\WejRez1oUWm5lhuw.png,paper,224,224
dataset\paper\wfpI2zfWOeQbwd1f.png,paper,224,224
dataset\paper\wKiW95hiPu8zQhwV.png,paper,224,224
dataset\paper\WOMFIvaWB3TEY6Gl.png,paper,224,224
dataset\paper\wQQCLOgW5qXxkwli.png,paper,224,224
dataset\paper\WUJ02oAbtzoPF4oo.png,paper,224,224
dataset\paper\WVfwcOw6nXcg4xER.png,paper,224,224
dataset\paper\wYsHIJDvNLDvn4m7.png,paper,224,224
dataset\paper\wytuIz48uLeDoGqz.png,paper,224,224
dataset\paper\X3iDu3E3UCW1w1Cd.png,paper,224,224
dataset\paper\x3z3E6Z2qsmW8TaH.png,paper,224,224
dataset\paper\X5YjuJk3mrupKDrG.png,paper,224,224
dataset\paper\x8fNY0V8O2CJ9vaY.png,paper,224,224
dataset\paper\XCoWpNiWscJm476F.png,paper,224,224
dataset\paper\XF9I4tnxCvI7XzIG.png,paper,224,224
dataset\paper\xha8stYdUnt02zKI.png,paper,224,224
dataset\paper\xhKyuxHPC3RnoLD0.png,paper,224,224
dataset\paper\xioDLxSWnSZ5sDbQ.png,paper,224,224
dataset\paper\xJAZ3PewpLYs4ogR.png,paper,224,224
dataset\paper\XJlnAmd0Rb4GNRxm.png,paper,224,224
dataset\paper\xJNBzdx479xjphEV.png,paper,224,224
dataset\paper\xnLyw2TBZF8e2vcr.png,paper,224,224
dataset\paper\XNUalPNmCkHhYk1i.png,paper,224,224
dataset\paper\XnvU9UjrhVwfnSgj.png,paper,224,224
dataset\paper\XOWPFbuwpaJaEv9o.png,paper,224,224
dataset\paper\XPvzu0bXUw8THjbU.png,paper,224,224
dataset\paper\XQihGnpPBb3DucOm.png,paper,224,224
dataset\paper\Xr1e0JehAkRxNzTj.png,paper,224,224
dataset\paper\xR8mRBEdYAbokAEk.png,paper,224,224
dataset\paper\xsM5n0KOqwb5R58V.png,paper,224,224
dataset\paper\xyFhBLzUNatOchjM.png,paper,224,224
dataset\paper\Y0XtXW0pn979O6KK.png,paper,224,224
dataset\paper\y2auZRkrUIi0wvd2.png,paper,224,224
dataset\paper\Y7DDimLAYeU323au.png,paper,224,224
dataset\paper\Y8kfG3f6KJa1YJPA.png,paper,224,224
dataset\paper\y9DoLrI4Hlh2EUts.png,paper,224,224
dataset\paper\YaRk8v83K7BQmi5G.png,paper,224,224
dataset\paper\yaRRMcZS7JJ3xLK1.png,paper,224,224
dataset\paper\yB11HwUEuYHhVlKo.png,paper,224,224
dataset\paper\yB4dN62hOf4QeWGy.png,paper,224,224
dataset\paper\YEGCpdShhdOdneq4.png,paper,224,224
dataset\paper\yfoLtt4c7Rzc5VOW.png,paper,224,224
dataset\paper\yhXsHSeStA2dharc.png,paper,224,224
dataset\paper\YkZMyyS9fJdKmL3F.png,paper,224,224
dataset\paper\yM5JZ5J4uLeYIGOO.png,paper,224,224
dataset\paper\YnANqAVHDOylhBls.png,paper,224,224
dataset\paper\yPnREvUeAGYRKi7V.png,paper,224,224
dataset\paper\YrEfjld9tYk0b9m9.png,paper,224,224
dataset\paper\ySmdq2LJmCBQatvr.png,paper,224,224
dataset\paper\YTZfr87ETKYNkQRN.png,paper,224,224
dataset\paper\yUhvKMWrPQ9sJ78m.png,paper,224,224
dataset\paper\yWLbGUHRsGx5ocE9.png,paper,224,224
dataset\paper\ywXiLajxMzhy7BST.png,paper,224,224
dataset\paper\yYba9sH9TlYCAtoo.png,paper,224,224
dataset\paper\yYiQN5jZvkGqr6C5.png,paper,224,224
dataset\paper\Z4HE3jW7SMOonYFA.png,paper,224,224
dataset\paper\Z5ioSnqxnoCUixRW.png,paper,224,224
dataset\paper\Z9vSGzBQ8YLOXQIX.png,paper,224,224
dataset\paper\zb6wXq49QppiS9sf.png,paper,224,224
dataset\paper\ZBA0HPVlxkCdle5v.png,paper,224,224
dataset\paper\zBMp6VflTDyfCqa6.png,paper,224,224
dataset\paper\Ze6bn38U5XECyORF.png,paper,224,224
dataset\paper\ZFMh222FMJzr0yLD.png,paper,224,224
dataset\paper\ZGLUqWHjarBly23b.png,paper,224,224
dataset\paper\ZGQV7rFVePreAdOe.png,paper,224,224
dataset\paper\zGty6p4zGTzRip73.png,paper,224,224
dataset\paper\ZjHU1M9wOwgrm7SX.png,paper,224,224
dataset\paper\ZnuLAMdyI9xJCcKE.png,paper,224,224
dataset\paper\znZ3UHvUM8ySVpDR.png,paper,224,224
dataset\paper\Zo0eTAGaUb4ewSkf.png,paper,224,224
dataset\paper\zQvuYPyUR7gXdqXE.png,paper,224,224
dataset\paper\zru6yFR3dqc3SymW.png,paper,224,224
dataset\paper\zrZmvRbPtB57a4Vr.png,paper,224,224
dataset\paper\ZtLFRBgHAyauXYW6.png,paper,224,224
dataset\paper\ZULuRlvYzTJM8jC3.png,paper,224,224
dataset\paper\ZveWRNmdKejc1c4w.png,paper,224,224
dataset\paper\zVMOQFwVINs3dj8o.png,paper,224,224
dataset\paper\Zx5NMbS4YBf29guF.png,paper,224,224
dataset\paper\zXY93m62vUNIH4a0.png,paper,224,224
dataset\paper\zz1yffW197uYO6DI.png,paper,224,224
dataset\rock\00nKV8oHuTGi20gq.png,rock,224,224
dataset\rock\01dM3ewPIsnBICu1.png,rock,224,224
dataset\rock\02vG75hQW9Vp4oTl.png,rock,224,224
dataset\rock\0bioBZYFCXqJIulm.png,rock,224,224
dataset\rock\0NDYNEoDui7o64gU.png,rock,224,224
dataset\rock\0OEXfEooCXlljaEl.png,rock,224,224
dataset\rock\0P6uxM8Vr1DwySHe.png,rock,224,224
dataset\rock\19H63c0MWD56EWNq.png,rock,224,224
dataset\rock\1BqjHe5igJAgUjiN.png,rock,224,224
dataset\rock\1COBZEE1ALiJIivQ.png,rock,224,224
dataset\rock\1DxbXT3M2qiMjCmC.png,rock,224,224
dataset\rock\1e1VCnCEApnFh9Oo.png,rock,224,224
dataset\rock\1mnAKQCHEDbtjPX2.png,rock,224,224
dataset\rock\1MOm36DHK0R8OfIC.png,rock,224,224
dataset\rock\1UucZqS3qblvU0cH.png,rock,224,224
dataset\rock\1UXuUYJ4rVj2eSvt.png,rock,224,224
dataset\rock\1VoYiUgPE6h45MLu.png,rock,224,224
dataset\rock\1vvcitV1s17gKdbn.png,rock,224,224
dataset\rock\1wk2Hl1Ih9guOwx6.png,rock,224,224
dataset\rock\1WuMUpzupKs67q29.png,rock,224,224
dataset\rock\2affjOmZChc9AXpR.png,rock,224,224
dataset\rock\2DdERUV7Te8ivywq.png,rock,224,224
dataset\rock\2EAkMCm7ZLnNoBQ7.png,rock,224,224
dataset\rock\2f25VA1nfxiC86xj.png,rock,224,224
dataset\rock\2HSPQEteONUjEXAF.png,rock,224,224
dataset\rock\2j9iOcnxJzcyaFB5.png,rock,224,224
dataset\rock\2JRYQXb5kmlhgD5i.png,rock,224,224
dataset\rock\2MKZD0VUw7Tez2Jx.png,rock,224,224
dataset\rock\2NmrcDGkc7FQuu12.png,rock,224,224
dataset\rock\2nSUlcvPf1DOCo1j.png,rock,224,224
dataset\rock\2O9XPBJRT119drWX.png,rock,224,224
dataset\rock\2Pt5UNQkMzXLtbEp.png,rock,224,224
dataset\rock\2UaJz6Z3xJv3WX9h.png,rock,224,224
dataset\rock\2uVMdMj10yjpR6Py.png,rock,224,224
dataset\rock\2uxDLQKemRqulhIx.png,rock,224,224
dataset\rock\2vwLOZSd8FCXbuck.png,rock,224,224
dataset\rock\32PDtFdAkUiAJbmP.png,rock,224,224
dataset\rock\337ARHTZmhCSkoEM.png,rock,224,224
dataset\rock\3aRXheNUQ6cxechp.png,rock,224,224
dataset\rock\3k7WrSAInCaatFtl.png,rock,224,224
dataset\rock\3MSy75FXVzhhLg77.png,rock,224,224
dataset\rock\3ONDEuB8iwAYO1Uz.png,rock,224,224
dataset\rock\3sQLj3fYBZhheJ7K.png,rock,224,224
dataset\rock\3Umm2S8TUyEpkbCY.png,rock,224,224
dataset\rock\3wrX8EawcOolzrAY.png,rock,224,224
dataset\rock\3XNPuMFoaFCfRCVb.png,rock,224,224
dataset\rock\3XqpRCrIK65ostOr.png,rock,224,224
dataset\rock\43pApTDJOff5Fy62.png,rock,224,224
dataset\rock\45lUkDFTSG9E7qOr.png,rock,224,224
dataset\rock\4iN0sQcmcukBN652.png,rock,224,224
dataset\rock\4QtEaLUAuzeJZKdK.png,rock,224,224
dataset\rock\4RyeZiScDO5Z45oG.png,rock,224,224
dataset\rock\4UMcbmjgoJ8vsU3G.png,rock,224,224
dataset\rock\4vXhIZv7KkPhyfX9.png,rock,224,224
dataset\rock\4VYEe9NSyMlJmXUx.png,rock,224,224
dataset\rock\4yPN1zUFqW6ROTgq.png,rock,224,224
dataset\rock\4ZVOE4DxJDxaysrR.png,rock,224,224
dataset\rock\51TTZXCnAuk3Ck6s.png,rock,224,224
dataset\rock\545XFudcV0UlnH2Y.png,rock,224,224
dataset\rock\5cJA6BncdVbygRNL.png,rock,224,224
dataset\rock\5dxMkdp9L1r6Dv8X.png,rock,224,224
dataset\rock\5EEdNZWT8M9PThPB.png,rock,224,224
dataset\rock\5G0hCO6RJXNyxcgV.png,rock,224,224
dataset\rock\5nKDkVzIMQWmtReM.png,rock,224,224
dataset\rock\5qDxuZZrlJjTW8ld.png,rock,224,224
dataset\rock\5QHZzfwp2xJXckQb.png,rock,224,224
dataset\rock\5sdSnAPfphSzXjWu.png,rock,224,224
dataset\rock\5SeLlZliRJtZAnIZ.png,rock,224,224
dataset\rock\5uXiqEc4q2Vi0NCX.png,rock,224,224
dataset\rock\5yHTRIIDcdrXqMYJ.png,rock,224,224
dataset\rock\5Zca8AdXnpDvoz18.png,rock,224,224
dataset\rock\6AcmgOHcOvQfp1iW.png,rock,224,224
dataset\rock\6bGxG6c9DxmZBcIB.png,rock,224,224
dataset\rock\6HFAfRozG6L6n9fl.png,rock,224,224
dataset\rock\6HsTnF20TAnDZiRT.png,rock,224,224
dataset\rock\6NSGRQDw4M2amVcH.png,rock,224,224
dataset\rock\6QrCGRwuFLPn0VIH.png,rock,224,224
dataset\rock\6sInddznuGf5KuRo.png,rock,224,224
dataset\rock\6TC3PefZj9PxEdqz.png,rock,224,224
dataset\rock\6TEsyzE1MEK6Xg31.png,rock,224,224
dataset\rock\6ZuyUqrA3gcHdfCe.png,rock,224,224
dataset\rock\6ZWuYAkiYnDTDa2N.png,rock,224,224
dataset\rock\724DhutGELMHY1uD.png,rock,224,224
dataset\rock\7cNxwgrraQGeA1LA.png,rock,224,224
dataset\rock\7Dh4gBDJVdP9tTLr.png,rock,224,224
dataset\rock\7gcPqW9meL8zJHFF.png,rock,224,224
dataset\rock\7NqXwATGidLt6kZY.png,rock,224,224
dataset\rock\7O4sybfz26sg4yrF.png,rock,224,224
dataset\rock\7wFK6yhjKaNkhwZs.png,rock,224,224
dataset\rock\7xID6kq32pdkEBIe.png,rock,224,224
dataset\rock\7xXAch1NxPhoEdk4.png,rock,224,224
dataset\rock\7YpH9C6XA1GIbSum.png,rock,224,224
dataset\rock\81eTWj04M9fRjy51.png,rock,224,224
dataset\rock\82wZr9Bpl9vfsoG1.png,rock,224,224
dataset\rock\84UHPxArtBOr8GF2.png,rock,224,224
dataset\rock\85dWwzSo83sQnsoh.png,rock,224,224
dataset\rock\86KzO2PHymh6qYQ4.png,rock,224,224
dataset\rock\8CjXmw1rSkNLaj6p.png,rock,224,224
dataset\rock\8EjcPHxZBpTtX8bM.png,rock,224,224
dataset\rock\8HKeT2oFz3gPSW0p.png,rock,224,224
dataset\rock\8pAWVg9BVmtha8LM.png,rock,224,224
dataset\rock\8pxbBnbfqzX3ijVM.png,rock,224,224
dataset\rock\8vkvSVmLwxY1SH3p.png,rock,224,224
dataset\rock\8WivsxbidGW1wvnx.png,rock,224,224
dataset\rock\8xToYACSoKU0swum.png,rock,224,224
dataset\rock\8zsAtTLXniXCu2Jx.png,rock,224,224
dataset\rock\91nHRDpe6EROWOyY.png,rock,224,224
dataset\rock\94oKRQFyit6SANlq.png,rock,224,224
dataset\rock\96Sw16ZnG0zF8Qo0.png,rock,224,224
dataset\rock\9a9TiJDB5oAWqO9U.png,rock,224,224
dataset\rock\9buKAwFejr8MhkAF.png,rock,224,224
dataset\rock\9ElQEC0AP2RtKdOo.png,rock,224,224
dataset\rock\9j89H6omx9ieI8sf.png,rock,224,224
dataset\rock\9JYn3D5vkXtrasPJ.png,rock,224,224
dataset\rock\9Ke26ZpKvhVSXl4V.png,rock,224,224
dataset\rock\9kYPKMVtd4nOvSK4.png,rock,224,224
dataset\rock\9OOydp53FQwUHu3u.png,rock,224,224
dataset\rock\9sJrWSSurvaNb8FW.png,rock,224,224
dataset\rock\9STiLxSOXvh5kjda.png,rock,224,224
dataset\rock\9TeUwuSOgtGgewNL.png,rock,224,224
dataset\rock\9txR3KPmEGdjo4A6.png,rock,224,224
dataset\rock\9Xi2VuW7sti2BV2H.png,rock,224,224
dataset\rock\9Ylbn7DgtTyKKNuM.png,rock,224,224
dataset\rock\A2j94231CiW6OKA0.png,rock,224,224
dataset\rock\Aa9hY8wo2ixaUNKH.png,rock,224,224
dataset\rock\aa9v011U1AB9hK5v.png,rock,224,224
dataset\rock\aB0M38mmr711uzAY.png,rock,224,224
dataset\rock\abNcCRBP8z4cNQco.png,rock,224,224
dataset\rock\AbZoX8Iv6xigsR42.png,rock,224,224
dataset\rock\ad5rtBQRrXNma3u9.png,rock,224,224
dataset\rock\ADOiIs56eyYsunID.png,rock,224,224
dataset\rock\aEjSJwrTtf651GLm.png,rock,224,224
dataset\rock\AfK6szcUXW6HDlxI.png,rock,224,224
dataset\rock\aFWGfqQgf0jt1h7g.png,rock,224,224
dataset\rock\AiAPUXqX24FjC0mU.png,rock,224,224
dataset\rock\ALFXBdM6k9V1h3EH.png,rock,224,224
dataset\rock\aM5kGWsMPDGNdc3J.png,rock,224,224
dataset\rock\AuO0jNEKCbMzb7Xf.png,rock,224,224
dataset\rock\aWvWsXj1NL19dskm.png,rock,224,224
dataset\rock\AydtaubqlFzR1W5x.png,rock,224,224
dataset\rock\aZ8XOOHozlep9lS2.png,rock,224,224
dataset\rock\AzWs0iUTTu8bLtsw.png,rock,224,224
dataset\rock\B4x3aTJOO6e3BIIX.png,rock,224,224
dataset\rock\bC7OWmNYjZLjLYnd.png,rock,224,224
dataset\rock\bC8Fki1Na2rRSlBG.png,rock,224,224
dataset\rock\bdO9pxWWsTRxmT2z.png,rock,224,224
dataset\rock\BFVK8zqyFZ9SFqm4.png,rock,224,224
dataset\rock\Bm9hYmhGUGmKxDwK.png,rock,224,224
dataset\rock\BMet9oI6hmx1zdc9.png,rock,224,224
dataset\rock\bn4i63wrObqbJECw.png,rock,224,224
dataset\rock\BnnRzew7yA30gyts.png,rock,224,224
dataset\rock\boppgwG3Rz1zqCNK.png,rock,224,224
dataset\rock\BOswKcczxw8dC4kY.png,rock,224,224
